center,left,right,steering,throttle,brake,speed
IMG/center_2017_02_05_20_21_01_020.jpg, IMG/left_2017_02_05_20_21_01_020.jpg, IMG/right_2017_02_05_20_21_01_020.jpg, 0, 1, 0, 7.940742
IMG/center_2017_02_05_20_21_01_123.jpg, IMG/left_2017_02_05_20_21_01_123.jpg, IMG/right_2017_02_05_20_21_01_123.jpg, -0.1271219, 1, 0, 9.064666
IMG/center_2017_02_05_20_21_01_227.jpg, IMG/left_2017_02_05_20_21_01_227.jpg, IMG/right_2017_02_05_20_21_01_227.jpg, -0.2111369, 1, 0, 10.152
IMG/center_2017_02_05_20_21_01_328.jpg, IMG/left_2017_02_05_20_21_01_328.jpg, IMG/right_2017_02_05_20_21_01_328.jpg, 0, 1, 0, 11.25422
IMG/center_2017_02_05_20_21_01_432.jpg, IMG/left_2017_02_05_20_21_01_432.jpg, IMG/right_2017_02_05_20_21_01_432.jpg, 0, 1, 0, 12.38704
IMG/center_2017_02_05_20_21_01_534.jpg, IMG/left_2017_02_05_20_21_01_534.jpg, IMG/right_2017_02_05_20_21_01_534.jpg, -0.01723498, 1, 0, 13.41734
IMG/center_2017_02_05_20_21_01_637.jpg, IMG/left_2017_02_05_20_21_01_637.jpg, IMG/right_2017_02_05_20_21_01_637.jpg, -0.3704579, 1, 0, 14.45693
IMG/center_2017_02_05_20_21_01_793.jpg, IMG/left_2017_02_05_20_21_01_793.jpg, IMG/right_2017_02_05_20_21_01_793.jpg, 0, 1, 0, 16.14861
IMG/center_2017_02_05_20_21_01_897.jpg, IMG/left_2017_02_05_20_21_01_897.jpg, IMG/right_2017_02_05_20_21_01_897.jpg, 0, 1, 0, 17.38987
IMG/center_2017_02_05_20_21_02_004.jpg, IMG/left_2017_02_05_20_21_02_004.jpg, IMG/right_2017_02_05_20_21_02_004.jpg, -0.29715, 1, 0, 18.37397
IMG/center_2017_02_05_20_21_02_140.jpg, IMG/left_2017_02_05_20_21_02_140.jpg, IMG/right_2017_02_05_20_21_02_140.jpg, 0, 1, 0, 19.79154
IMG/center_2017_02_05_20_21_02_274.jpg, IMG/left_2017_02_05_20_21_02_274.jpg, IMG/right_2017_02_05_20_21_02_274.jpg, 0, 1, 0, 20.9999
IMG/center_2017_02_05_20_21_02_374.jpg, IMG/left_2017_02_05_20_21_02_374.jpg, IMG/right_2017_02_05_20_21_02_374.jpg, -0.111888, 1, 0, 21.98889
IMG/center_2017_02_05_20_21_02_478.jpg, IMG/left_2017_02_05_20_21_02_478.jpg, IMG/right_2017_02_05_20_21_02_478.jpg, -0.00624311, 1, 0, 23.14286
IMG/center_2017_02_05_20_21_02_578.jpg, IMG/left_2017_02_05_20_21_02_578.jpg, IMG/right_2017_02_05_20_21_02_578.jpg, 0, 1, 0, 24.11314
IMG/center_2017_02_05_20_21_02_679.jpg, IMG/left_2017_02_05_20_21_02_679.jpg, IMG/right_2017_02_05_20_21_02_679.jpg, -0.09843599, 1, 0, 25.07349
IMG/center_2017_02_05_20_21_02_787.jpg, IMG/left_2017_02_05_20_21_02_787.jpg, IMG/right_2017_02_05_20_21_02_787.jpg, -0.422049, 1, 0, 25.91622
IMG/center_2017_02_05_20_21_02_893.jpg, IMG/left_2017_02_05_20_21_02_893.jpg, IMG/right_2017_02_05_20_21_02_893.jpg, -0.4114772, 1, 0, 26.71034
IMG/center_2017_02_05_20_21_03_000.jpg, IMG/left_2017_02_05_20_21_03_000.jpg, IMG/right_2017_02_05_20_21_03_000.jpg, -0.2403751, 1, 0, 27.84403
IMG/center_2017_02_05_20_21_03_101.jpg, IMG/left_2017_02_05_20_21_03_101.jpg, IMG/right_2017_02_05_20_21_03_101.jpg, -0.5451121, 1, 0, 28.65405
IMG/center_2017_02_05_20_21_03_208.jpg, IMG/left_2017_02_05_20_21_03_208.jpg, IMG/right_2017_02_05_20_21_03_208.jpg, -0.470322, 1, 0, 29.44269
IMG/center_2017_02_05_20_21_03_315.jpg, IMG/left_2017_02_05_20_21_03_315.jpg, IMG/right_2017_02_05_20_21_03_315.jpg, -0.1735561, 1, 0, 30.19568
IMG/center_2017_02_05_20_21_03_418.jpg, IMG/left_2017_02_05_20_21_03_418.jpg, IMG/right_2017_02_05_20_21_03_418.jpg, 0, 1, 0, 30.18834
IMG/center_2017_02_05_20_21_03_519.jpg, IMG/left_2017_02_05_20_21_03_519.jpg, IMG/right_2017_02_05_20_21_03_519.jpg, 0, 1, 0, 30.18989
IMG/center_2017_02_05_20_21_03_620.jpg, IMG/left_2017_02_05_20_21_03_620.jpg, IMG/right_2017_02_05_20_21_03_620.jpg, 0, 0.889672, 0, 30.17704
IMG/center_2017_02_05_20_21_03_725.jpg, IMG/left_2017_02_05_20_21_03_725.jpg, IMG/right_2017_02_05_20_21_03_725.jpg, 0, 0.5932149, 0, 30.09738
IMG/center_2017_02_05_20_21_03_830.jpg, IMG/left_2017_02_05_20_21_03_830.jpg, IMG/right_2017_02_05_20_21_03_830.jpg, 0, 0.773545, 0, 30.12206
IMG/center_2017_02_05_20_21_03_937.jpg, IMG/left_2017_02_05_20_21_03_937.jpg, IMG/right_2017_02_05_20_21_03_937.jpg, -0.271176, 1, 0, 30.1716
IMG/center_2017_02_05_20_21_04_041.jpg, IMG/left_2017_02_05_20_21_04_041.jpg, IMG/right_2017_02_05_20_21_04_041.jpg, -0.1980751, 1, 0, 30.18912
IMG/center_2017_02_05_20_21_04_145.jpg, IMG/left_2017_02_05_20_21_04_145.jpg, IMG/right_2017_02_05_20_21_04_145.jpg, 0, 1, 0, 30.18839
IMG/center_2017_02_05_20_21_04_254.jpg, IMG/left_2017_02_05_20_21_04_254.jpg, IMG/right_2017_02_05_20_21_04_254.jpg, 0, 1, 0, 30.18988
IMG/center_2017_02_05_20_21_04_355.jpg, IMG/left_2017_02_05_20_21_04_355.jpg, IMG/right_2017_02_05_20_21_04_355.jpg, -0.1276349, 1, 0, 30.1874
IMG/center_2017_02_05_20_21_04_471.jpg, IMG/left_2017_02_05_20_21_04_471.jpg, IMG/right_2017_02_05_20_21_04_471.jpg, -0.2788619, 1, 0, 30.18472
IMG/center_2017_02_05_20_21_04_575.jpg, IMG/left_2017_02_05_20_21_04_575.jpg, IMG/right_2017_02_05_20_21_04_575.jpg, 0, 1, 0, 30.18992
IMG/center_2017_02_05_20_21_04_683.jpg, IMG/left_2017_02_05_20_21_04_683.jpg, IMG/right_2017_02_05_20_21_04_683.jpg, 0, 1, 0, 30.19057
IMG/center_2017_02_05_20_21_04_787.jpg, IMG/left_2017_02_05_20_21_04_787.jpg, IMG/right_2017_02_05_20_21_04_787.jpg, 0, 1, 0, 30.19063
IMG/center_2017_02_05_20_21_04_901.jpg, IMG/left_2017_02_05_20_21_04_901.jpg, IMG/right_2017_02_05_20_21_04_901.jpg, -0.2104531, 1, 0, 30.18012
IMG/center_2017_02_05_20_21_05_003.jpg, IMG/left_2017_02_05_20_21_05_003.jpg, IMG/right_2017_02_05_20_21_05_003.jpg, 0, 1, 0, 30.18945
IMG/center_2017_02_05_20_21_05_104.jpg, IMG/left_2017_02_05_20_21_05_104.jpg, IMG/right_2017_02_05_20_21_05_104.jpg, 0, 1, 0, 30.19023
IMG/center_2017_02_05_20_21_05_206.jpg, IMG/left_2017_02_05_20_21_05_206.jpg, IMG/right_2017_02_05_20_21_05_206.jpg, 0, 1, 0, 30.19033
IMG/center_2017_02_05_20_21_05_312.jpg, IMG/left_2017_02_05_20_21_05_312.jpg, IMG/right_2017_02_05_20_21_05_312.jpg, 0, 1, 0, 30.19029
IMG/center_2017_02_05_20_21_05_417.jpg, IMG/left_2017_02_05_20_21_05_417.jpg, IMG/right_2017_02_05_20_21_05_417.jpg, -0.08026493, 1, 0, 30.18794
IMG/center_2017_02_05_20_21_05_523.jpg, IMG/left_2017_02_05_20_21_05_523.jpg, IMG/right_2017_02_05_20_21_05_523.jpg, 0, 1, 0, 30.19026
IMG/center_2017_02_05_20_21_05_629.jpg, IMG/left_2017_02_05_20_21_05_629.jpg, IMG/right_2017_02_05_20_21_05_629.jpg, -0.1590151, 1, 0, 30.18425
IMG/center_2017_02_05_20_21_05_735.jpg, IMG/left_2017_02_05_20_21_05_735.jpg, IMG/right_2017_02_05_20_21_05_735.jpg, 0, 1, 0, 30.18997
IMG/center_2017_02_05_20_21_05_843.jpg, IMG/left_2017_02_05_20_21_05_843.jpg, IMG/right_2017_02_05_20_21_05_843.jpg, 0, 1, 0, 30.19048
IMG/center_2017_02_05_20_21_05_949.jpg, IMG/left_2017_02_05_20_21_05_949.jpg, IMG/right_2017_02_05_20_21_05_949.jpg, -0.203703, 1, 0, 30.18119
IMG/center_2017_02_05_20_21_06_058.jpg, IMG/left_2017_02_05_20_21_06_058.jpg, IMG/right_2017_02_05_20_21_06_058.jpg, 0, 1, 0, 30.19005
IMG/center_2017_02_05_20_21_06_159.jpg, IMG/left_2017_02_05_20_21_06_159.jpg, IMG/right_2017_02_05_20_21_06_159.jpg, -0.1147499, 1, 0, 30.18796
IMG/center_2017_02_05_20_21_06_259.jpg, IMG/left_2017_02_05_20_21_06_259.jpg, IMG/right_2017_02_05_20_21_06_259.jpg, -0.2853182, 1, 0, 30.17462
IMG/center_2017_02_05_20_21_06_364.jpg, IMG/left_2017_02_05_20_21_06_364.jpg, IMG/right_2017_02_05_20_21_06_364.jpg, 0, 1, 0, 30.18844
IMG/center_2017_02_05_20_21_06_475.jpg, IMG/left_2017_02_05_20_21_06_475.jpg, IMG/right_2017_02_05_20_21_06_475.jpg, 0, 1, 0, 30.18999
IMG/center_2017_02_05_20_21_06_580.jpg, IMG/left_2017_02_05_20_21_06_580.jpg, IMG/right_2017_02_05_20_21_06_580.jpg, 0, 1, 0, 30.19032
IMG/center_2017_02_05_20_21_06_683.jpg, IMG/left_2017_02_05_20_21_06_683.jpg, IMG/right_2017_02_05_20_21_06_683.jpg, 0, 1, 0, 30.19031
IMG/center_2017_02_05_20_21_06_786.jpg, IMG/left_2017_02_05_20_21_06_786.jpg, IMG/right_2017_02_05_20_21_06_786.jpg, 0, 1, 0, 30.19032
IMG/center_2017_02_05_20_21_06_887.jpg, IMG/left_2017_02_05_20_21_06_887.jpg, IMG/right_2017_02_05_20_21_06_887.jpg, 0, 1, 0, 30.1903
IMG/center_2017_02_05_20_21_06_990.jpg, IMG/left_2017_02_05_20_21_06_990.jpg, IMG/right_2017_02_05_20_21_06_990.jpg, 0, 1, 0, 30.19029
IMG/center_2017_02_05_20_21_07_091.jpg, IMG/left_2017_02_05_20_21_07_091.jpg, IMG/right_2017_02_05_20_21_07_091.jpg, -0.07449585, 1, 0, 30.18886
IMG/center_2017_02_05_20_21_07_192.jpg, IMG/left_2017_02_05_20_21_07_192.jpg, IMG/right_2017_02_05_20_21_07_192.jpg, -0.2490751, 1, 0, 30.17825
IMG/center_2017_02_05_20_21_07_293.jpg, IMG/left_2017_02_05_20_21_07_293.jpg, IMG/right_2017_02_05_20_21_07_293.jpg, 0, 1, 0, 30.18911
IMG/center_2017_02_05_20_21_07_407.jpg, IMG/left_2017_02_05_20_21_07_407.jpg, IMG/right_2017_02_05_20_21_07_407.jpg, -0.0184021, 1, 0, 30.19023
IMG/center_2017_02_05_20_21_07_508.jpg, IMG/left_2017_02_05_20_21_07_508.jpg, IMG/right_2017_02_05_20_21_07_508.jpg, 0, 1, 0, 30.1902
IMG/center_2017_02_05_20_21_07_614.jpg, IMG/left_2017_02_05_20_21_07_614.jpg, IMG/right_2017_02_05_20_21_07_614.jpg, 0, 1, 0, 30.19029
IMG/center_2017_02_05_20_21_07_722.jpg, IMG/left_2017_02_05_20_21_07_722.jpg, IMG/right_2017_02_05_20_21_07_722.jpg, 0, 1, 0, 30.19034
IMG/center_2017_02_05_20_21_07_827.jpg, IMG/left_2017_02_05_20_21_07_827.jpg, IMG/right_2017_02_05_20_21_07_827.jpg, 0, 1, 0, 30.19029
IMG/center_2017_02_05_20_21_07_930.jpg, IMG/left_2017_02_05_20_21_07_930.jpg, IMG/right_2017_02_05_20_21_07_930.jpg, 0, 1, 0, 30.1903
IMG/center_2017_02_05_20_21_08_038.jpg, IMG/left_2017_02_05_20_21_08_038.jpg, IMG/right_2017_02_05_20_21_08_038.jpg, -0.2338768, 1, 0, 30.17722
IMG/center_2017_02_05_20_21_08_141.jpg, IMG/left_2017_02_05_20_21_08_141.jpg, IMG/right_2017_02_05_20_21_08_141.jpg, 0, 1, 0, 30.18896
IMG/center_2017_02_05_20_21_08_245.jpg, IMG/left_2017_02_05_20_21_08_245.jpg, IMG/right_2017_02_05_20_21_08_245.jpg, 0, 1, 0, 30.19019
IMG/center_2017_02_05_20_21_08_350.jpg, IMG/left_2017_02_05_20_21_08_350.jpg, IMG/right_2017_02_05_20_21_08_350.jpg, -0.08358908, 1, 0, 30.18919
IMG/center_2017_02_05_20_21_08_453.jpg, IMG/left_2017_02_05_20_21_08_453.jpg, IMG/right_2017_02_05_20_21_08_453.jpg, -0.2187122, 1, 0, 30.18181
IMG/center_2017_02_05_20_21_08_572.jpg, IMG/left_2017_02_05_20_21_08_572.jpg, IMG/right_2017_02_05_20_21_08_572.jpg, 0, 1, 0, 30.1897
IMG/center_2017_02_05_20_21_08_700.jpg, IMG/left_2017_02_05_20_21_08_700.jpg, IMG/right_2017_02_05_20_21_08_700.jpg, 0, 1, 0, 30.19027
IMG/center_2017_02_05_20_21_08_808.jpg, IMG/left_2017_02_05_20_21_08_808.jpg, IMG/right_2017_02_05_20_21_08_808.jpg, 0, 1, 0, 30.1903
IMG/center_2017_02_05_20_21_08_919.jpg, IMG/left_2017_02_05_20_21_08_919.jpg, IMG/right_2017_02_05_20_21_08_919.jpg, -0.1046369, 1, 0, 30.19011
IMG/center_2017_02_05_20_21_09_021.jpg, IMG/left_2017_02_05_20_21_09_021.jpg, IMG/right_2017_02_05_20_21_09_021.jpg, -0.09213602, 1, 0, 30.1897
IMG/center_2017_02_05_20_21_09_125.jpg, IMG/left_2017_02_05_20_21_09_125.jpg, IMG/right_2017_02_05_20_21_09_125.jpg, -0.07850397, 1, 0, 30.19061
IMG/center_2017_02_05_20_21_09_238.jpg, IMG/left_2017_02_05_20_21_09_238.jpg, IMG/right_2017_02_05_20_21_09_238.jpg, 0, 1, 0, 30.19016
IMG/center_2017_02_05_20_21_09_342.jpg, IMG/left_2017_02_05_20_21_09_342.jpg, IMG/right_2017_02_05_20_21_09_342.jpg, 0, 1, 0, 30.1903
IMG/center_2017_02_05_20_21_09_446.jpg, IMG/left_2017_02_05_20_21_09_446.jpg, IMG/right_2017_02_05_20_21_09_446.jpg, -0.04103404, 1, 0, 30.18995
IMG/center_2017_02_05_20_21_09_547.jpg, IMG/left_2017_02_05_20_21_09_547.jpg, IMG/right_2017_02_05_20_21_09_547.jpg, -0.2254831, 1, 0, 30.17745
IMG/center_2017_02_05_20_21_09_652.jpg, IMG/left_2017_02_05_20_21_09_652.jpg, IMG/right_2017_02_05_20_21_09_652.jpg, -0.02060705, 1, 0, 30.18957
IMG/center_2017_02_05_20_21_09_754.jpg, IMG/left_2017_02_05_20_21_09_754.jpg, IMG/right_2017_02_05_20_21_09_754.jpg, -0.2681732, 1, 0, 30.17726
IMG/center_2017_02_05_20_21_09_858.jpg, IMG/left_2017_02_05_20_21_09_858.jpg, IMG/right_2017_02_05_20_21_09_858.jpg, 0, 1, 0, 30.18899
IMG/center_2017_02_05_20_21_09_973.jpg, IMG/left_2017_02_05_20_21_09_973.jpg, IMG/right_2017_02_05_20_21_09_973.jpg, 0, 1, 0, 30.19018
IMG/center_2017_02_05_20_21_10_097.jpg, IMG/left_2017_02_05_20_21_10_097.jpg, IMG/right_2017_02_05_20_21_10_097.jpg, 0, 1, 0, 30.19029
IMG/center_2017_02_05_20_21_10_200.jpg, IMG/left_2017_02_05_20_21_10_200.jpg, IMG/right_2017_02_05_20_21_10_200.jpg, 0, 1, 0, 30.19031
IMG/center_2017_02_05_20_21_10_308.jpg, IMG/left_2017_02_05_20_21_10_308.jpg, IMG/right_2017_02_05_20_21_10_308.jpg, -0.153819, 1, 0, 30.18278
IMG/center_2017_02_05_20_21_10_418.jpg, IMG/left_2017_02_05_20_21_10_418.jpg, IMG/right_2017_02_05_20_21_10_418.jpg, -0.01132482, 1, 0, 30.19025
IMG/center_2017_02_05_20_21_10_519.jpg, IMG/left_2017_02_05_20_21_10_519.jpg, IMG/right_2017_02_05_20_21_10_519.jpg, -0.173373, 1, 0, 30.18444
IMG/center_2017_02_05_20_21_10_626.jpg, IMG/left_2017_02_05_20_21_10_626.jpg, IMG/right_2017_02_05_20_21_10_626.jpg, -0.1307911, 1, 0, 30.19078
IMG/center_2017_02_05_20_21_10_737.jpg, IMG/left_2017_02_05_20_21_10_737.jpg, IMG/right_2017_02_05_20_21_10_737.jpg, 0, 1, 0, 30.18998
IMG/center_2017_02_05_20_21_10_843.jpg, IMG/left_2017_02_05_20_21_10_843.jpg, IMG/right_2017_02_05_20_21_10_843.jpg, 0, 1, 0, 30.19025
IMG/center_2017_02_05_20_21_10_944.jpg, IMG/left_2017_02_05_20_21_10_944.jpg, IMG/right_2017_02_05_20_21_10_944.jpg, 0, 1, 0, 30.19031
IMG/center_2017_02_05_20_21_11_050.jpg, IMG/left_2017_02_05_20_21_11_050.jpg, IMG/right_2017_02_05_20_21_11_050.jpg, -0.174897, 1, 0, 30.18231
IMG/center_2017_02_05_20_21_11_153.jpg, IMG/left_2017_02_05_20_21_11_153.jpg, IMG/right_2017_02_05_20_21_11_153.jpg, 0, 1, 0, 30.18983
IMG/center_2017_02_05_20_21_11_256.jpg, IMG/left_2017_02_05_20_21_11_256.jpg, IMG/right_2017_02_05_20_21_11_256.jpg, -0.1421251, 1, 0, 30.18644
IMG/center_2017_02_05_20_21_11_358.jpg, IMG/left_2017_02_05_20_21_11_358.jpg, IMG/right_2017_02_05_20_21_11_358.jpg, -0.03891027, 1, 0, 30.19076
IMG/center_2017_02_05_20_21_11_465.jpg, IMG/left_2017_02_05_20_21_11_465.jpg, IMG/right_2017_02_05_20_21_11_465.jpg, 0, 1, 0, 30.19003
IMG/center_2017_02_05_20_21_11_568.jpg, IMG/left_2017_02_05_20_21_11_568.jpg, IMG/right_2017_02_05_20_21_11_568.jpg, 0, 1, 0, 30.19022
IMG/center_2017_02_05_20_21_11_686.jpg, IMG/left_2017_02_05_20_21_11_686.jpg, IMG/right_2017_02_05_20_21_11_686.jpg, 0, 1, 0, 30.19029
IMG/center_2017_02_05_20_21_11_802.jpg, IMG/left_2017_02_05_20_21_11_802.jpg, IMG/right_2017_02_05_20_21_11_802.jpg, 0, 1, 0, 30.19031
IMG/center_2017_02_05_20_21_11_908.jpg, IMG/left_2017_02_05_20_21_11_908.jpg, IMG/right_2017_02_05_20_21_11_908.jpg, -0.2297071, 1, 0, 30.1736
IMG/center_2017_02_05_20_21_12_018.jpg, IMG/left_2017_02_05_20_21_12_018.jpg, IMG/right_2017_02_05_20_21_12_018.jpg, 0, 1, 0, 30.18987
IMG/center_2017_02_05_20_21_12_120.jpg, IMG/left_2017_02_05_20_21_12_120.jpg, IMG/right_2017_02_05_20_21_12_120.jpg, 0, 1, 0, 30.19022
IMG/center_2017_02_05_20_21_12_225.jpg, IMG/left_2017_02_05_20_21_12_225.jpg, IMG/right_2017_02_05_20_21_12_225.jpg, 0, 1, 0, 30.19028
IMG/center_2017_02_05_20_21_12_327.jpg, IMG/left_2017_02_05_20_21_12_327.jpg, IMG/right_2017_02_05_20_21_12_327.jpg, 0, 1, 0, 30.19031
IMG/center_2017_02_05_20_21_12_431.jpg, IMG/left_2017_02_05_20_21_12_431.jpg, IMG/right_2017_02_05_20_21_12_431.jpg, 0, 1, 0, 30.19032
IMG/center_2017_02_05_20_21_12_533.jpg, IMG/left_2017_02_05_20_21_12_533.jpg, IMG/right_2017_02_05_20_21_12_533.jpg, 0, 1, 0, 30.19029
IMG/center_2017_02_05_20_21_12_639.jpg, IMG/left_2017_02_05_20_21_12_639.jpg, IMG/right_2017_02_05_20_21_12_639.jpg, 0, 1, 0, 30.19034
IMG/center_2017_02_05_20_21_12_741.jpg, IMG/left_2017_02_05_20_21_12_741.jpg, IMG/right_2017_02_05_20_21_12_741.jpg, -0.172323, 1, 0, 30.1819
IMG/center_2017_02_05_20_21_12_847.jpg, IMG/left_2017_02_05_20_21_12_847.jpg, IMG/right_2017_02_05_20_21_12_847.jpg, -0.1400011, 1, 0, 30.1891
IMG/center_2017_02_05_20_21_12_947.jpg, IMG/left_2017_02_05_20_21_12_947.jpg, IMG/right_2017_02_05_20_21_12_947.jpg, 0, 1, 0, 30.18984
IMG/center_2017_02_05_20_21_13_052.jpg, IMG/left_2017_02_05_20_21_13_052.jpg, IMG/right_2017_02_05_20_21_13_052.jpg, 0, 1, 0, 30.1902
IMG/center_2017_02_05_20_21_13_163.jpg, IMG/left_2017_02_05_20_21_13_163.jpg, IMG/right_2017_02_05_20_21_13_163.jpg, 0, 1, 0, 30.1903
IMG/center_2017_02_05_20_21_13_290.jpg, IMG/left_2017_02_05_20_21_13_290.jpg, IMG/right_2017_02_05_20_21_13_290.jpg, 0, 1, 0, 30.19029
IMG/center_2017_02_05_20_21_13_404.jpg, IMG/left_2017_02_05_20_21_13_404.jpg, IMG/right_2017_02_05_20_21_13_404.jpg, -0.2376809, 1, 0, 30.17274
IMG/center_2017_02_05_20_21_13_505.jpg, IMG/left_2017_02_05_20_21_13_505.jpg, IMG/right_2017_02_05_20_21_13_505.jpg, -0.3677729, 1, 0, 30.17061
IMG/center_2017_02_05_20_21_13_606.jpg, IMG/left_2017_02_05_20_21_13_606.jpg, IMG/right_2017_02_05_20_21_13_606.jpg, -0.05865579, 1, 0, 30.19062
IMG/center_2017_02_05_20_21_13_712.jpg, IMG/left_2017_02_05_20_21_13_712.jpg, IMG/right_2017_02_05_20_21_13_712.jpg, 0, 1, 0, 30.18956
IMG/center_2017_02_05_20_21_13_817.jpg, IMG/left_2017_02_05_20_21_13_817.jpg, IMG/right_2017_02_05_20_21_13_817.jpg, 0, 1, 0, 30.19038
IMG/center_2017_02_05_20_21_13_918.jpg, IMG/left_2017_02_05_20_21_13_918.jpg, IMG/right_2017_02_05_20_21_13_918.jpg, 0, 1, 0, 30.19032
IMG/center_2017_02_05_20_21_14_023.jpg, IMG/left_2017_02_05_20_21_14_023.jpg, IMG/right_2017_02_05_20_21_14_023.jpg, 0.297786, 1, 0, 30.16754
IMG/center_2017_02_05_20_21_14_123.jpg, IMG/left_2017_02_05_20_21_14_123.jpg, IMG/right_2017_02_05_20_21_14_123.jpg, 0.250521, 1, 0, 30.18624
IMG/center_2017_02_05_20_21_14_224.jpg, IMG/left_2017_02_05_20_21_14_224.jpg, IMG/right_2017_02_05_20_21_14_224.jpg, 0, 1, 0, 30.18694
IMG/center_2017_02_05_20_21_14_339.jpg, IMG/left_2017_02_05_20_21_14_339.jpg, IMG/right_2017_02_05_20_21_14_339.jpg, 0, 1, 0, 30.19003
IMG/center_2017_02_05_20_21_14_445.jpg, IMG/left_2017_02_05_20_21_14_445.jpg, IMG/right_2017_02_05_20_21_14_445.jpg, 0, 1, 0, 30.19029
IMG/center_2017_02_05_20_21_14_648.jpg, IMG/left_2017_02_05_20_21_14_648.jpg, IMG/right_2017_02_05_20_21_14_648.jpg, 0, 1, 0, 30.19031
IMG/center_2017_02_05_20_21_14_751.jpg, IMG/left_2017_02_05_20_21_14_751.jpg, IMG/right_2017_02_05_20_21_14_751.jpg, 0, 1, 0, 30.19029
IMG/center_2017_02_05_20_21_14_853.jpg, IMG/left_2017_02_05_20_21_14_853.jpg, IMG/right_2017_02_05_20_21_14_853.jpg, 0, 1, 0, 30.19028
IMG/center_2017_02_05_20_21_14_953.jpg, IMG/left_2017_02_05_20_21_14_953.jpg, IMG/right_2017_02_05_20_21_14_953.jpg, 0, 1, 0, 30.1903
IMG/center_2017_02_05_20_21_15_060.jpg, IMG/left_2017_02_05_20_21_15_060.jpg, IMG/right_2017_02_05_20_21_15_060.jpg, 0, 1, 0, 30.19028
IMG/center_2017_02_05_20_21_15_160.jpg, IMG/left_2017_02_05_20_21_15_160.jpg, IMG/right_2017_02_05_20_21_15_160.jpg, -0.141501, 1, 0, 30.18499
IMG/center_2017_02_05_20_21_15_264.jpg, IMG/left_2017_02_05_20_21_15_264.jpg, IMG/right_2017_02_05_20_21_15_264.jpg, -0.2579518, 1, 0, 30.17891
IMG/center_2017_02_05_20_21_15_369.jpg, IMG/left_2017_02_05_20_21_15_369.jpg, IMG/right_2017_02_05_20_21_15_369.jpg, 0, 1, 0, 30.18809
IMG/center_2017_02_05_20_21_15_471.jpg, IMG/left_2017_02_05_20_21_15_471.jpg, IMG/right_2017_02_05_20_21_15_471.jpg, 0, 1, 0, 30.19003
IMG/center_2017_02_05_20_21_15_571.jpg, IMG/left_2017_02_05_20_21_15_571.jpg, IMG/right_2017_02_05_20_21_15_571.jpg, 0, 1, 0, 30.19028
IMG/center_2017_02_05_20_21_15_673.jpg, IMG/left_2017_02_05_20_21_15_673.jpg, IMG/right_2017_02_05_20_21_15_673.jpg, -0.227304, 1, 0, 30.1777
IMG/center_2017_02_05_20_21_15_790.jpg, IMG/left_2017_02_05_20_21_15_790.jpg, IMG/right_2017_02_05_20_21_15_790.jpg, 0, 1, 0, 30.18926
